0 103.000000 3.000000 0.018200 0.007700 10.000000
1 104.000000 1.000000 0.018200 0.007700 9.708738
2 104.000000 0.000000 0.018200 0.007700 9.615385
3 106.000000 2.000000 0.018200 0.007700 9.615385
4 106.000000 0.000000 0.018200 0.007700 9.433962
5 108.000000 2.000000 0.018200 0.007700 9.433962
6 107.000000 -1.000000 0.018200 0.007700 9.259259
7 110.000000 3.000000 0.018200 0.007700 9.345794
8 110.000000 0.000000 0.018200 0.007700 9.090909
9 112.000000 2.000000 0.018200 0.007700 9.090909
10 113.000000 1.000000 0.018200 0.007700 8.928571
11 112.000000 -1.000000 0.018200 0.007700 8.849558
12 114.000000 2.000000 0.018200 0.007700 8.928571
13 116.000000 2.000000 0.018200 0.007700 8.771930
14 115.000000 -1.000000 0.018200 0.007700 8.620690
15 115.000000 0.000000 0.018200 0.007700 8.695652
16 116.000000 1.000000 0.018200 0.007700 8.695652
17 115.000000 -1.000000 0.018200 0.007700 8.620690
18 117.000000 2.000000 0.018200 0.007700 8.695652
19 116.000000 -1.000000 0.018200 0.007700 8.547009
20 116.000000 0.000000 0.018200 0.007700 8.620690
21 118.000000 2.000000 0.018200 0.007700 8.620690
22 120.000000 2.000000 0.018200 0.007700 8.474576
23 121.000000 1.000000 0.018200 0.007700 8.333333
24 121.000000 0.000000 0.018200 0.007700 8.264463
25 122.000000 1.000000 0.018200 0.007700 8.264463
26 121.000000 -1.000000 0.018200 0.007700 8.196721
27 123.000000 2.000000 0.018200 0.007700 8.264463
28 126.000000 3.000000 0.018200 0.007700 8.130081
29 128.000000 2.000000 0.018200 0.007700 7.936508
30 131.000000 3.000000 0.018200 0.007700 7.812500
31 131.000000 0.000000 0.018200 0.007700 7.633588
32 132.000000 1.000000 0.018200 0.007700 7.633588
33 132.000000 0.000000 0.018200 0.007700 7.575758
34 132.000000 0.000000 0.018200 0.007700 7.575758
35 133.000000 1.000000 0.018200 0.007700 7.575758
36 137.000000 4.000000 0.018200 0.007700 7.518797
37 139.000000 2.000000 0.018200 0.007700 7.299270
38 142.000000 3.000000 0.018200 0.007700 7.194245
39 142.000000 0.000000 0.018200 0.007700 7.042254
40 143.000000 1.000000 0.018200 0.007700 7.042254
41 145.000000 2.000000 0.018200 0.007700 6.993007
42 145.000000 0.000000 0.018200 0.007700 6.896552
43 147.000000 2.000000 0.018200 0.007700 6.896552
44 148.000000 1.000000 0.018200 0.007700 6.802721
