0 1832.000000 -168.000000 0.003033 0.084367 0.500000
1 1720.000000 -112.000000 0.003284 0.072534 0.545852
2 1607.000000 -113.000000 0.003509 0.064458 0.581395
3 1524.000000 -83.000000 0.003810 0.056151 0.622278
4 1459.000000 -65.000000 0.004101 0.049946 0.656168
5 1404.000000 -55.000000 0.004390 0.045024 0.685401
6 1353.000000 -51.000000 0.004694 0.040815 0.712251
7 1313.000000 -40.000000 0.005043 0.036876 0.739098
8 1273.000000 -40.000000 0.005378 0.033761 0.761615
9 1233.000000 -40.000000 0.005788 0.030625 0.785546
10 1218.000000 -15.000000 0.006298 0.027466 0.811030
11 1197.000000 -21.000000 0.006524 0.026276 0.821018
12 1175.000000 -22.000000 0.006879 0.024604 0.835422
13 1156.000000 -19.000000 0.007311 0.022845 0.851064
14 1135.000000 -21.000000 0.007746 0.021321 0.865052
15 1127.000000 -8.000000 0.008313 0.019631 0.881057
16 1114.000000 -13.000000 0.008557 0.018985 0.887311
17 1105.000000 -9.000000 0.008995 0.017934 0.897666
18 1096.000000 -9.000000 0.009332 0.017205 0.904977
19 1082.000000 -14.000000 0.009702 0.016474 0.912409
20 1081.000000 -1.000000 0.010354 0.015336 0.924214
21 1078.000000 -3.000000 0.010404 0.015254 0.925069
22 1068.000000 -10.000000 0.010560 0.015010 0.927644
23 1071.000000 3.000000 0.011120 0.014194 0.936330
24 1062.000000 -9.000000 0.010945 0.014439 0.933707
25 1060.000000 -2.000000 0.011491 0.013704 0.941620
26 1051.000000 -9.000000 0.011622 0.013541 0.943396
27 1047.000000 -4.000000 0.012254 0.012805 0.951475
28 1049.000000 2.000000 0.012561 0.012477 0.955110
29 1054.000000 5.000000 0.012405 0.012641 0.953289
30 1056.000000 2.000000 0.012034 0.013050 0.948767
31 1056.000000 0.000000 0.011893 0.013214 0.946970
32 1050.000000 -6.000000 0.011893 0.013214 0.946970
33 1046.000000 -4.000000 0.012329 0.012723 0.952381
34 1043.000000 -3.000000 0.012641 0.012395 0.956023
35 1038.000000 -5.000000 0.012887 0.012149 0.958773
36 1047.000000 9.000000 0.013323 0.011739 0.963391
37 1044.000000 -3.000000 0.012561 0.012477 0.955110
38 1042.000000 -2.000000 0.012804 0.012231 0.957854
39 1035.000000 -7.000000 0.012972 0.012067 0.959693
40 1040.000000 5.000000 0.013601 0.011492 0.966184
41 1045.000000 5.000000 0.013144 0.011903 0.961538
42 1040.000000 -5.000000 0.012722 0.012313 0.956938
43 1044.000000 4.000000 0.013144 0.011903 0.961538
44 1047.000000 3.000000 0.012804 0.012231 0.957854
45 1042.000000 -5.000000 0.012561 0.012477 0.955110
46 1041.000000 -1.000000 0.012972 0.012067 0.959693
47 1042.000000 1.000000 0.013057 0.011985 0.960615
48 1041.000000 -1.000000 0.012972 0.012067 0.959693
49 1045.000000 4.000000 0.013057 0.011985 0.960615
50 1040.000000 -5.000000 0.012722 0.012313 0.956938
51 1039.000000 -1.000000 0.013144 0.011903 0.961538
52 1036.000000 -3.000000 0.013233 0.011821 0.962464
53 1034.000000 -2.000000 0.013507 0.011575 0.965251
54 1039.000000 5.000000 0.013696 0.011410 0.967118
55 1046.000000 7.000000 0.013233 0.011821 0.962464
56 1036.000000 -10.000000 0.012641 0.012395 0.956023
57 1027.000000 -9.000000 0.013507 0.011575 0.965251
58 1031.000000 4.000000 0.014411 0.010835 0.973710
59 1030.000000 -1.000000 0.013993 0.011164 0.969932
60 1035.000000 5.000000 0.014095 0.011082 0.970874
61 1032.000000 -3.000000 0.013601 0.011492 0.966184
62 1031.000000 -1.000000 0.013892 0.011246 0.968992
63 1038.000000 7.000000 0.013993 0.011164 0.969932
64 1037.000000 -1.000000 0.013323 0.011739 0.963391
65 1035.000000 -2.000000 0.013414 0.011657 0.964320
66 1032.000000 -3.000000 0.013601 0.011492 0.966184
67 1032.000000 0.000000 0.013892 0.011246 0.968992
68 1038.000000 6.000000 0.013892 0.011246 0.968992
69 1042.000000 4.000000 0.013323 0.011739 0.963391
70 1041.000000 -1.000000 0.012972 0.012067 0.959693
71 1036.000000 -5.000000 0.013057 0.011985 0.960615
72 1041.000000 5.000000 0.013507 0.011575 0.965251
73 1043.000000 2.000000 0.013057 0.011985 0.960615
74 1056.000000 13.000000 0.012887 0.012149 0.958773
75 1058.000000 2.000000 0.011893 0.013214 0.946970
76 1059.000000 1.000000 0.011756 0.013377 0.945180
77 1049.000000 -10.000000 0.011688 0.013459 0.944287
78 1050.000000 1.000000 0.012405 0.012641 0.953289
79 1051.000000 1.000000 0.012329 0.012723 0.952381
80 1047.000000 -4.000000 0.012254 0.012805 0.951475
81 1038.000000 -9.000000 0.012561 0.012477 0.955110
82 1029.000000 -9.000000 0.013323 0.011739 0.963391
83 1032.000000 3.000000 0.014198 0.010999 0.971817
84 1033.000000 1.000000 0.013892 0.011246 0.968992
85 1033.000000 0.000000 0.013794 0.011328 0.968054
86 1029.000000 -4.000000 0.013794 0.011328 0.968054
87 1041.000000 12.000000 0.014198 0.010999 0.971817
88 1045.000000 4.000000 0.013057 0.011985 0.960615
89 1046.000000 1.000000 0.012722 0.012313 0.956938
90 1048.000000 2.000000 0.012641 0.012395 0.956023
91 1040.000000 -8.000000 0.012483 0.012559 0.954198
92 1044.000000 4.000000 0.013144 0.011903 0.961538
93 1039.000000 -5.000000 0.012804 0.012231 0.957854
94 1041.000000 2.000000 0.013233 0.011821 0.962464
